Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
维斯里瑟尼 ;541;GER;1945;1990;1990;1990;3;5;1;1;0;5;0;L541;1945;1999;x
维特 ;542;GER;1942;1990;1990;1990;3;6;128;1;0;5;0;L542;1942;1999;x
泽汗德尔 ;543;GER;1943;1990;1990;1990;3;6;1;1;0;5;0;L543;1943;1999;x
巴杰 ;544;GER;1937;1990;1990;1990;3;5;0;1;0;4;0;L544;1937;1939;x
拜尔·E. ;545;GER;1930;1938;1939;1990;2;6;528;2;0;5;0;L545;1930;1940;x
博尔内曼 ;546;GER;1938;1941;1990;1990;3;5;0;2;0;4;0;L546;1938;1999;x
布里策尔迈尔 ;547;GER;1944;1990;1990;1990;3;5;1;1;0;5;0;L547;1944;1999;x
埃格尔泽 ;548;GER;1940;1943;1944;1990;3;7;256;3;0;5;0;L548;1940;1999;x
埃皮希 ;549;GER;1938;1990;1990;1990;3;4;256;1;0;5;0;L549;1938;1942;x
恩斯特 ;550;GER;1938;1990;1990;1990;3;4;514;1;0;5;0;L550;1938;1940;x
菲克特哈米·齐德勒 ;551;GER;1930;1944;1990;1990;2;5;514;2;0;3;0;L551;1944;1999;x
弗斯坦 ;552;GER;1938;1939;1941;1990;2;6;256;3;0;4;0;L552;1938;1999;x
格莱兹·霍尔斯特瑙 ;553;GER;1938;1942;1990;1990;2;6;0;2;0;5;0;L553;1938;1999;x
格拉西 ;554;GER;1944;1990;1990;1990;3;5;0;1;0;5;0;L554;1944;1999;x
格瑞舍尔 ;555;GER;1943;1990;1990;1990;3;5;0;1;0;5;0;L555;1943;1999;x
汉默尔 ;556;GER;1938;1940;1990;1990;3;5;32;2;0;5;0;L556;1938;1999;x
卡尔腾布鲁纳 ;557;GER;1941;1943;1990;1990;3;5;514;2;0;3;0;L557;1941;1943;x
希克曼 ;558;GER;1938;1990;1990;1990;3;4;0;1;0;4;1;L558;1938;1940;x
金鲍尔 ;559;GER;1938;1990;1990;1990;3;5;0;1;0;4;0;L559;1938;1999;x
科蒂克 ;560;GER;1938;1990;1990;1990;3;4;514;1;0;3;0;L560;1938;1940;x
库比纳 ;561;GER;1930;1938;1990;1990;2;5;0;2;0;4;0;L561;1938;1940;x
隆金 ;562;GER;1938;1942;1990;1990;3;5;32768;2;0;5;2;L562;1938;1999;x
勒尔 ;563;GER;1938;1939;1941;1990;1;7;16384;4;0;5;2;L563;1938;1999;x
马特纳 ;564;GER;1938;1940;1990;1990;3;7;0;2;0;5;0;L564;1938;1999;x
马丁内克 ;565;GER;1941;1943;1990;1990;3;6;384;2;0;5;0;L565;1941;1999;x
米克尔 ;566;GER;1943;1944;1990;1990;3;5;128;2;0;5;0;L566;1943;1999;x
菲尔普斯 ;567;GER;1941;1943;1990;1990;2;9;4;4;0;5;0;L567;1942;1999;x
伦杜利奇 ;568;GER;1939;1941;1944;1990;2;8;128;4;0;5;0;L568;1939;1999;x
萨法尔兹 ;569;GER;1938;1990;1990;1990;3;5;0;1;0;4;0;L569;1938;1942;x
舒恩贝尔 ;570;GER;1941;1990;1990;1990;3;5;0;1;0;4;2;L570;1941;1999;x
舒伯特 ;571;GER;1930;1938;1990;1990;2;5;0;2;0;5;0;L571;1938;1999;x
施廷普菲 ;572;GER;1938;1941;1990;1990;3;5;0;2;0;4;0;L572;1938;1999;x
弗塞利 ;573;GER;1938;1990;1990;1990;3;4;0;1;0;5;0;L573;1938;1999;x
沃德普 ;574;GER;1943;1990;1990;1990;3;5;0;1;0;5;2;L574;1943;1999;x
冯·埃曼斯伯格 ;575;GER;1930;1938;1990;1990;2;5;514;2;0;5;0;L575;1938;1943;x
冯·胡比克 ;576;GER;1938;1940;1942;1990;2;6;128;4;0;5;0;L576;1938;1999;x
巴德尔 ;577;GER;1930;1938;1990;1990;3;6;514;2;0;4;0;L577;1938;1940;x
茨博齐 ;578;GER;1938;1990;1990;1990;3;5;0;1;0;4;0;L578;1938;1940;x
弗拉索夫 ;579;GER;1930;1930;1942;1990;1;8;8;4;0;3;0;L579;1942;1999;x
亚当 ;580;GER;1930;1930;1939;1946;1;6;0;3;0;5;0;L580;1930;1999;x
阿德利安 ;581;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L581;1942;1999;x
安萨特 ;582;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L582;1940;1999;x
阿斯曼 ;583;GER;1944;1945;1947;1990;2;7;10;3;0;5;0;L583;1944;1999;x
奥芬伯格·科马诺夫 ;584;GER;1942;1943;1990;1990;2;5;0;2;0;4;0;L584;1942;1999;x
拜尔 ;585;GER;1942;1943;1990;1990;2;5;1;2;0;5;0;L585;1942;1999;x
巴尔肯豪森 ;586;GER;1930;1938;1943;1990;2;6;64;3;0;5;0;L586;1930;1999;x
贝克尔·K. ;587;GER;1930;1930;1990;1990;2;5;32;2;0;5;0;L587;1930;1940;x
贝斯韦格 ;588;GER;1943;1944;1990;1990;2;6;64;2;0;5;0;L588;1943;1999;x
伯特伦 ;589;GER;1930;1939;1946;1990;2;5;0;3;0;5;0;L589;1930;1999;x
比乌克曼 ;590;GER;1943;1944;1990;1990;2;7;0;2;0;5;0;L590;1943;1999;x
伯尔森 ;591;GER;1944;1945;1947;1990;2;6;128;3;0;5;0;L591;1944;1999;x
布兰德 ;592;GER;1937;1940;1946;1990;2;6;66;3;0;5;0;L592;1937;1999;x
布伦尼克 ;593;GER;1939;1942;1946;1990;2;6;8;3;0;5;0;L593;1939;1999;x
布勒 ;594;GER;1940;1944;1990;1990;3;6;4;2;0;5;0;L594;1940;1999;x
恩格布勒赫特 ;595;GER;1939;1942;1946;1990;2;6;64;3;0;5;0;L595;1939;1999;x
埃尔富特 ;596;GER;1930;1940;1946;1990;1;6;4;3;0;5;0;L596;1930;1999;x
范·戈尔 ;597;GER;1943;1945;1990;1990;3;5;0;2;0;5;0;L597;1943;1999;x
费尔茨曼 ;598;GER;1943;1945;1990;1990;3;6;2;2;0;5;0;L598;1943;1999;x
弗里斯 ;599;GER;1943;1944;1990;1990;2;7;128;2;0;5;0;L599;1943;1999;x
格拉泽 ;600;GER;1941;1943;1990;1990;2;5;0;2;0;5;0;L600;1941;1999;x
格拉瑟 ;601;GER;1942;1944;1945;1946;1;8;6;4;0;5;0;L601;1942;1999;x
冯·奥特罗克 ;602;GER;1940;1943;1990;1990;2;5;0;2;0;5;0;L602;1940;1999;x
冯·巴塞 ;603;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L603;1942;1999;x
冯·比伦 ;604;GER;1943;1944;1990;1990;2;6;16;2;0;5;0;L604;1943;1999;x
冯·贝格 ;605;GER;1938;1940;1946;1990;2;6;0;3;0;5;0;L605;1938;1999;x
冯·博尼贝格·朗斯费尔德 ;606;GER;1943;1945;1990;1990;2;7;2;2;0;5;0;L606;1943;1999;x
冯·勃洛姆堡 ;607;GER;1930;1930;1930;1930;0;6;4;3;0;4;0;L607;1930;1999;x
冯·宾诺 ;608;GER;1940;1944;1990;1990;3;5;4;2;0;5;0;L608;1940;1999;x
冯·多尔维克·楚·利希滕费尔斯 ;609;GER;1930;1930;1990;1990;2;7;516;2;0;5;0;L609;1930;1943;x
冯·埃德海姆 ;610;GER;1943;1944;1990;1990;2;5;128;2;0;5;0;L610;1943;1999;x
冯·弗立契 ;611;GER;1930;1930;1930;1990;1;6;514;2;0;3;0;L611;1930;1999;x
冯·兴登堡 ;612;GER;1930;1942;1990;1990;2;3;512;1;0;5;0;L612;1930;1999;x
冯·凯塞尔 ;613;GER;1942;1945;1990;1990;3;5;128;2;0;5;0;L613;1942;1999;x
冯·伍德·楚·吉尔萨 ;614;GER;1941;1943;1990;1990;2;6;4;2;0;5;0;L614;1941;1999;x
克里斯蒂安森 ;615;GER;1930;1940;1944;1990;2;6;1;3;0;5;0;L615;1930;1999;x
克里斯蒂安森 ;616;GER;1930;1937;1939;1990;2;6;0;3;0;5;2;L616;1930;1999;x
施瓦尔贝 ;617;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L617;1942;1999;x
赫勒 ;618;GER;1940;1942;1943;1990;1;6;3;3;0;5;0;L618;1940;1999;x
普舍尔 ;619;GER;1942;1943;1990;1990;3;5;257;2;0;5;0;L619;1942;1999;x
萨克 ;620;GER;1938;1944;1990;1990;3;6;4;2;0;5;0;L620;1938;1999;x
冯·罗特基希 ;621;GER;1940;1942;1990;1990;2;7;5;2;0;5;0;L621;1940;1999;x
彼得森 ;622;GER;1940;1941;1942;1990;2;7;257;3;0;5;0;L622;1940;1999;x
塔姆 ;623;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L623;1942;1999;x
霍勒 ;624;GER;1943;1944;1990;1990;3;7;16384;2;0;5;2;L624;1943;1999;x
维尔克 ;625;GER;1943;1944;1990;1990;2;6;20480;2;0;5;2;L625;1943;1999;x
亨舍尔 ;626;GER;1944;1990;1990;1990;3;7;4096;1;0;5;2;L626;1944;1999;x
冯·法尔肯施泰因 ;627;GER;1943;1990;1990;1990;3;6;20480;1;0;5;2;L627;1943;1999;x
科尔特 ;628;GER;1943;1990;1990;1990;3;6;32768;1;0;5;2;L628;1943;1999;x
申克 ;629;GER;1944;1990;1990;1990;3;6;4096;1;0;5;2;L629;1944;1999;x
冯·比洛·波特坎普 ;630;GER;1944;1990;1990;1990;3;6;4096;1;0;5;2;L630;1944;1999;x
冯·海涅曼 ;631;GER;1943;1947;1990;1990;3;6;4096;2;0;5;2;L631;1943;1999;x
辛胡伯 ;632;GER;1939;1941;1990;1990;2;6;2;2;0;5;0;L632;1939;1999;x
斯博赫曼 ;633;GER;1939;1941;1990;1990;2;7;10;2;0;5;0;L633;1939;1999;x
安格恩 ;634;GER;1941;1943;1990;1990;3;7;128;2;0;5;0;L634;1941;1943;x
德布瓦 ;635;GER;1941;1942;1990;1990;2;7;2;2;0;5;0;L635;1941;1999;x
科勒曼 ;636;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L636;1942;1999;x
马格努斯 ;637;GER;1942;1990;1990;1990;3;5;0;1;0;5;0;L637;1942;1999;x
普菲弗 ;638;GER;1930;1939;1990;1990;2;6;4;2;0;5;0;L638;1930;1999;x
普法伊费尔 ;639;GER;1939;1942;1990;1990;3;5;0;2;0;5;0;L639;1939;1999;x
加伦坎普 ;640;GER;1938;1940;1990;1990;2;7;4;2;0;5;0;L640;1938;1999;x
尼斯 ;641;GER;1938;1940;1990;1990;2;6;0;2;0;5;0;L641;1938;1999;x
诺伊林 ;642;GER;1937;1940;1990;1990;2;5;4;2;0;5;0;L642;1937;1999;x
菲比希 ;643;GER;1941;1942;1943;1990;2;7;4096;3;0;5;2;L643;1941;1999;x
科滕 ;644;GER;1940;1942;1944;1990;2;7;16384;3;0;5;2;L644;1940;1999;x
安德烈 ;645;GER;1938;1940;1943;1990;1;6;2;3;0;5;0;L645;1938;1999;x
安德烈亚斯 ;646;GER;1939;1941;1990;1990;2;5;0;3;0;5;0;L646;1939;1999;x
阿格里科拉 ;647;GER;1939;1943;1990;1990;2;5;0;3;0;5;0;L647;1939;1999;x
奥尔 ;648;GER;1930;1943;1990;1990;2;6;528;2;0;5;0;L648;1930;1999;x
巴尔策 ;649;GER;1930;1939;1990;1990;2;5;0;2;0;5;0;L649;1930;1999;x
拜尔 ;650;GER;1938;1940;1990;1990;2;5;16;2;0;5;0;L650;1938;1999;x
贝伦斯 ;651;GER;1942;1944;1990;1990;2;5;0;2;0;5;0;L651;1942;1999;x
贝斯尼特 ;652;GER;1937;1940;1990;1990;2;7;0;2;0;5;0;L652;1937;1999;x
伯恩哈德 ;653;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L653;1940;1999;x
比尔菲尔德 ;654;GER;1940;1942;1990;1990;2;6;64;2;0;5;0;L654;1940;1999;x
比耶斯 ;655;GER;1939;1942;1990;1990;2;5;64;2;0;5;0;L655;1939;1999;x
比特霍恩 ;656;GER;1930;1930;1990;1990;2;6;516;1;0;5;0;L656;1943;1999;x
布洛克 ;657;GER;1942;1943;1944;1990;1;7;4;3;0;5;0;L657;1942;1999;x
布吕姆 ;658;GER;1938;1940;1990;1990;2;7;0;2;0;5;0;L658;1938;1999;x
博克·冯·维尔芬根 ;659;GER;1930;1938;1990;1990;2;5;514;2;0;5;0;L659;1930;1942;x
博尔策 ;660;GER;1930;1941;1990;1990;2;5;0;2;0;5;0;L660;1930;1999;x
博伊森 ;661;GER;1939;1942;1990;1990;2;7;1;2;0;5;0;L661;1939;1999;x
勃兰特·F·W. ;662;GER;1930;1930;1930;1990;1;6;576;1;0;5;0;L662;1930;1939;x
勃兰特·G. ;663;GER;1930;1930;1940;1990;1;5;4;2;0;5;0;L663;1930;1999;x
布雷默 ;664;GER;1937;1938;1990;1990;2;6;4;2;0;5;0;L664;1937;1999;x
布勒默 ;665;GER;1930;1941;1942;1990;1;7;4;3;0;5;0;L665;1930;1999;x
布尔克哈特 ;666;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L666;1940;1999;x
布森哈根 ;667;GER;1941;1943;1944;1990;1;6;1;3;0;5;0;L667;1941;1999;x
布切 ;668;GER;1930;1939;1990;1990;2;6;16;2;0;5;0;L668;1930;1999;x
缪西斯 ;669;GER;1937;1939;1990;1990;2;6;0;2;0;5;0;L669;1937;1999;x
比克斯·W. ;670;GER;1930;1941;1946;1990;2;6;0;3;0;5;0;L670;1930;1999;x
缪谢尔 ;671;GER;1944;1990;1990;1990;3;5;8;1;0;5;0;L671;1944;1999;x
卡普 ;672;GER;1938;1942;1990;1990;2;5;0;2;0;5;0;L672;1938;1999;x
科谢豪森 ;673;GER;1930;1930;1940;1990;1;6;4;2;0;5;0;L673;1930;1999;x
克拉泽曼 ;674;GER;1943;1944;1945;1990;1;6;192;3;0;5;0;L674;1943;1999;x
库尔策 ;675;GER;1930;1942;1990;1990;3;5;516;2;0;5;0;L675;1930;1942;x
德·霍姆·德·库尔比雷 ;676;GER;1938;1940;1990;1990;2;6;32;2;0;5;0;L676;1938;1999;x
德默尔 ;677;GER;1939;1941;1990;1990;2;5;0;2;0;5;0;L677;1939;1999;x
德内克 ;678;GER;1937;1939;1990;1990;2;6;0;2;0;5;0;L678;1937;1999;x
登纳莱因 ;679;GER;1938;1940;1990;1990;2;7;1;2;0;2;0;L679;1938;1999;x
德特梅林 ;680;GER;1938;1941;1990;1990;2;7;256;2;0;5;0;L680;1938;1999;x
迪姆 ;681;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L681;1940;1999;x
迪波尔德 ;682;GER;1939;1941;1990;1990;2;7;4;2;0;5;0;L682;1939;1999;x
迪特马尔 ;683;GER;1940;1942;1990;1990;2;6;0;2;0;5;0;L683;1940;1999;x
德罗甘德 ;684;GER;1939;1941;1990;1990;2;6;32;2;0;5;0;L684;1939;1999;x
多拉 ;685;GER;1930;1941;1990;1990;2;5;0;2;0;5;0;L685;1930;1999;x
杜维特 ;686;GER;1941;1943;1990;1990;2;6;128;2;0;5;0;L686;1941;1999;x
艾伯林 ;687;GER;1942;1944;1990;1990;2;7;2;2;0;5;0;L687;1942;1999;x
埃伯哈特 ;688;GER;1939;1941;1990;1990;2;7;16;2;0;5;0;L688;1939;1999;x
埃贝勒 ;689;GER;1941;1943;1990;1990;2;7;128;2;0;5;0;L689;1941;1999;x
埃伯斯 ;690;GER;1930;1930;1942;1990;1;5;64;2;0;5;0;L690;1930;1999;x
埃克斯泰因 ;691;GER;1938;1942;1990;1990;2;6;0;2;0;5;0;L691;1938;1999;x
恩德雷斯 ;692;GER;1930;1930;1942;1990;2;5;514;2;0;5;0;L692;1930;1943;x
费恩 ;693;GER;1940;1942;1943;1990;1;7;0;3;0;5;0;L693;1940;1999;x
法伊格 ;694;GER;1930;1930;1940;1990;2;5;4;2;0;5;0;L694;1930;1942;x
费吉贝尔 ;695;GER;1938;1940;1941;1990;1;6;0;3;0;4;0;L695;1938;1999;x
费特 ;696;GER;1930;1930;1990;1990;2;5;513;1;0;5;0;L696;1930;1942;x
菲舍尔·H. ;697;GER;1930;1930;1937;1990;1;7;514;2;0;5;0;L697;1930;1939;x
菲舍尔·K. ;698;GER;1930;1941;1990;1990;2;5;514;2;0;5;0;L698;1930;1943;x
菲舍尔·W. ;699;GER;1941;1942;1943;1990;2;8;128;3;0;5;0;L699;1941;1999;x
弗莱克 ;700;GER;1930;1930;1930;1990;1;7;513;2;0;5;0;L700;1930;1939;x
弗雷德里希 ;701;GER;1930;1937;1939;1990;1;6;0;2;0;5;0;L701;1930;1999;x
弗雷特·比科·O. ;702;GER;1943;1944;1990;1990;2;6;0;2;0;5;0;L702;1943;1999;x
弗雷德里希 ;703;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L703;1940;1999;x
弗雷德里希·维利希 ;704;GER;1937;1940;1990;1990;2;5;16;2;0;5;0;L704;1937;1942;x
富克斯 ;705;GER;1943;1990;1990;1990;3;6;0;1;0;5;0;L705;1943;1999;x
加布克 ;706;GER;1938;1941;1990;1990;3;6;0;2;0;5;0;L706;1938;1942;x
盖瑟 ;707;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L707;1940;1999;x
高迪耶 ;708;GER;1938;1941;1990;1990;2;5;0;2;0;5;0;L708;1938;1999;x
盖布 ;709;GER;1937;1939;1942;1990;1;7;2;3;0;5;0;L709;1937;1999;x
盖特纳 ;710;GER;1939;1941;1990;1990;3;5;128;2;0;5;0;L710;1939;1942;x
根特 ;711;GER;1930;1941;1990;1990;2;5;640;2;0;5;0;L711;1930;1943;x
格尔克·H. ;712;GER;1930;1930;1937;1990;1;6;0;2;0;5;0;L712;1930;1942;x
格尔克·R. ;713;GER;1939;1940;1942;1990;1;7;0;3;0;5;0;L713;1939;1999;x
格尔哈德 ;714;GER;1939;1941;1990;1990;2;5;0;3;0;5;0;L714;1939;1999;x
杰尔斯曼 ;715;GER;1944;1990;1990;1990;3;5;4;1;0;5;0;L715;1944;1999;x
吉姆勒 ;716;GER;1941;1943;1990;1990;2;6;0;2;0;5;0;L716;1941;1999;x
格莱宁格 ;717;GER;1944;1990;1990;1990;3;6;128;1;0;5;0;L717;1944;1999;x
格拉夫 ;718;GER;1930;1941;1990;1990;2;8;512;4;0;5;0;L718;1930;1999;x
格罗普 ;719;GER;1937;1939;1990;1990;2;5;0;2;0;5;0;L719;1937;1999;x
格林 ;720;GER;1930;1930;1937;1990;1;7;2;2;0;5;0;L720;1930;1999;x
古多维斯 ;721;GER;1930;1939;1990;1990;2;5;640;2;0;5;0;L721;1930;1941;x
古尔 ;722;GER;1930;1930;1990;1990;2;6;512;1;0;5;0;L722;1930;1942;x
京策尔 ;723;GER;1939;1941;1990;1990;2;5;0;2;0;5;0;L723;1939;1999;x
格德纳 ;724;GER;1930;1990;1990;1990;3;5;516;1;0;5;0;L724;1930;1941;x
格里茨 ;725;GER;1941;1943;1990;1990;2;5;0;2;0;5;0;L725;1941;1999;x
格特克 ;726;GER;1930;1940;1990;1990;2;5;0;2;0;5;0;L726;1930;1942;x
哈斯·K. ;727;GER;1940;1942;1990;1990;2;6;16;2;0;5;0;L727;1940;1999;x
哈尔姆 ;728;GER;1930;1930;1940;1990;1;7;516;2;0;5;0;L728;1930;1942;x
汉森·E. ;729;GER;1937;1939;1940;1990;1;6;2;3;0;5;0;L729;1937;1999;x
汉森·K. ;730;GER;1930;1930;1990;1990;2;5;513;2;0;5;0;L730;1930;1999;x
哈特曼·O. ;731;GER;1930;1938;1940;1990;1;6;64;3;0;5;0;L731;1930;1999;x
哈特维希 ;732;GER;1942;1990;1990;1990;3;7;513;1;0;5;0;L732;1942;1999;x
豪泽·E. ;733;GER;1943;1944;1990;1990;2;6;256;2;0;5;0;L733;1943;1999;x
豪泽·W. ;734;GER;1942;1945;1990;1990;2;5;0;2;0;5;0;L734;1942;1999;x
赫伯莱因 ;735;GER;1939;1941;1990;1990;2;5;1;2;0;5;0;L735;1939;1999;x
海涅曼 ;736;GER;1930;1938;1944;1990;1;6;64;3;0;5;0;L736;1930;1999;x
海因里希斯 ;737;GER;1942;1943;1990;1990;3;6;8;2;0;5;0;L737;1942;1999;x
赫尔德 ;738;GER;1930;1930;1990;1990;2;5;512;1;0;5;0;L738;1930;1943;x
赫梅里希 ;739;GER;1939;1941;1990;1990;2;5;0;2;0;5;0;L739;1939;1999;x
亨根 ;740;GER;1930;1941;1990;1990;2;5;0;2;0;5;0;L740;1930;1943;x
亨里奇 ;741;GER;1939;1941;1943;1990;1;8;128;4;0;5;0;L741;1939;1999;x
赫尔戈特 ;742;GER;1930;1941;1990;1990;2;6;514;2;0;5;0;L742;1930;1943;x
赫尔莱因 ;743;GER;1941;1942;1944;1990;1;6;0;3;0;5;0;L743;1941;1999;x
赫尔曼 ;744;GER;1937;1940;1990;1990;2;5;0;2;0;5;0;L744;1937;1999;x
霍纳特 ;745;GER;1938;1940;1990;1990;2;5;64;2;0;5;0;L745;1938;1999;x
海伊 ;746;GER;1930;1930;1930;1990;1;5;512;1;0;5;0;L746;1930;1999;x
希尔舍 ;747;GER;1930;1942;1990;1990;2;5;0;2;0;5;0;L747;1930;1999;x
希默 ;748;GER;1939;1941;1990;1990;3;6;0;2;0;5;0;L748;1939;1942;x
亨菲尔 ;749;GER;1939;1941;1990;1990;2;6;0;2;0;5;0;L749;1939;1999;x
霍赫鲍姆 ;750;GER;1942;1943;1944;1990;1;6;1;3;0;5;0;L750;1942;1999;x
霍夫梅斯特 ;751;GER;1943;1944;1990;1990;2;6;256;2;0;5;0;L751;1943;1999;x
霍夫曼 ;752;GER;1941;1943;1990;1990;2;6;0;2;0;5;0;L752;1941;1999;x
霍恩 ;753;GER;1939;1941;1990;1990;2;5;0;2;0;5;0;L753;1939;1999;x
哈夫曼 ;754;GER;1942;1943;1990;1990;2;7;0;2;0;5;0;L754;1942;1999;x
霍克尔 ;755;GER;1941;1942;1990;1990;2;5;0;2;0;5;0;L755;1941;1999;x
赫夫勒 ;756;GER;1939;1941;1990;1990;2;6;0;2;0;5;0;L756;1939;1999;x
赫格勒 ;757;GER;1938;1941;1990;1990;2;5;0;2;0;5;0;L757;1938;1999;x
赫恩莱因 ;758;GER;1942;1943;1944;1990;1;8;0;3;0;5;0;L758;1942;1999;x
霍赫勒 ;759;GER;1941;1943;1990;1990;2;5;4;2;0;5;0;L759;1941;1999;x
惠特曼 ;760;GER;1940;1941;1990;1990;2;6;544;2;0;5;0;L760;1940;1943;x
雅恩 ;761;GER;1939;1940;1944;1990;1;6;64;3;0;5;0;L761;1939;1999;x
雅尔 ;762;GER;1940;1942;1990;1990;3;5;0;2;0;5;0;L762;1940;1943;x
延森 ;763;GER;1930;1941;1990;1990;2;4;512;2;0;5;0;L763;1930;1943;x
加斯克 ;764;GER;1941;1942;1943;1990;1;7;0;3;0;5;0;L764;1941;1999;x
卡比斯奇 ;765;GER;1930;1930;1939;1990;1;7;544;2;0;5;0;L765;1930;1999;x
卡梅克 ;766;GER;1941;1990;1990;1990;3;6;64;1;0;5;0;L766;1941;1943;x
卡曼 ;767;GER;1930;1930;1990;1990;2;5;32;1;0;5;0;L767;1930;1939;x
冯·沃拉尔德·伯克尔博格 ;768;GER;1942;1943;1990;1990;2;6;4;2;0;5;0;L768;1942;1999;x
卡斯佩 ;769;GER;1930;1942;1990;1990;3;5;513;2;0;5;0;L769;1930;1942;x
考夫曼 ;770;GER;1939;1941;1990;1990;2;6;0;2;0;5;0;L770;1939;1999;x
基姆 ;771;GER;1930;1942;1990;1990;2;5;512;2;0;5;0;L771;1930;1942;x
凯尔 ;772;GER;1938;1940;1943;1990;1;7;2;3;0;5;0;L772;1938;1999;x
凯特尔·B. ;773;GER;1938;1940;1941;1990;1;6;2;3;0;5;0;L773;1938;1999;x
克莱斯曼 ;774;GER;1942;1944;1990;1990;2;6;0;2;0;5;0;L774;1942;1999;x
坎普夫 ;775;GER;1930;1938;1941;1990;2;5;2;3;0;5;0;L775;1930;1999;x
莱克纳 ;776;GER;1940;1942;1990;1990;2;5;256;2;0;5;0;L776;1940;1999;x
梅尔蒂奇 ;777;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L777;1940;1999;x
皮斯托留斯 ;778;GER;1941;1943;1990;1990;3;6;4;2;0;5;0;L778;1941;1999;x
雷克纳格尔 ;779;GER;1942;1943;1944;1990;1;8;0;3;0;5;0;L779;1942;1999;x
莱因哈德 ;780;GER;1937;1939;1940;1990;1;6;2;3;0;5;0;L780;1937;1999;x
施迈茨 ;781;GER;1944;1945;1990;1990;2;8;384;2;0;5;0;L781;1944;1999;x
舒尔茨·K·L. ;782;GER;1945;1990;1990;1990;3;5;256;1;0;5;0;L782;1945;1999;x
斯邦 ;783;GER;1938;1942;1990;1990;2;6;0;2;0;5;0;L783;1938;1999;x
斯图德曼 ;784;GER;1939;1941;1990;1990;2;7;2;2;0;5;0;L784;1939;1999;x
范·金克尔 ;785;GER;1930;1941;1990;1990;2;6;32;2;0;5;0;L785;1930;1999;x
沃克曼 ;786;GER;1930;1938;1939;1990;1;7;4;3;0;5;0;L786;1930;1940;x
冯·安斯贝格 ;787;GER;1930;1930;1930;1990;1;6;640;1;0;5;0;L787;1930;1943;x
冯·阿佩尔·G. ;788;GER;1930;1938;1990;1990;2;5;0;2;0;5;0;L788;1930;1999;x
冯·阿佩尔·W. ;789;GER;1941;1990;1990;1990;2;6;0;1;0;5;0;L789;1941;1999;x
冯·贝伦特 ;790;GER;1930;1930;1930;1990;1;7;514;3;0;5;0;L790;1930;1999;x
冯·伯格曼 ;791;GER;1930;1930;1930;1990;1;6;516;1;0;5;0;L791;1930;1942;x
冯·布吕歇尔 ;792;GER;1942;1990;1990;1990;3;7;8;1;0;5;0;L792;1942;1999;x
冯·博迪克尔 ;793;GER;1945;1990;1990;1990;3;6;0;1;0;5;0;L793;1945;1999;x
冯·博宁 ;794;GER;1930;1930;1990;1990;2;7;512;1;0;5;0;L794;1930;1942;x
冯·伯兹海姆 ;795;GER;1930;1930;1990;1990;2;5;520;1;0;5;0;L795;1930;1999;x
冯·布罗多夫斯基 ;796;GER;1937;1941;1990;1990;2;5;0;2;0;5;0;L796;1937;1999;x
冯·布赫 ;797;GER;1943;1990;1990;1990;3;5;320;1;0;5;0;L797;1943;1999;x
冯·鲍姆·埃尔莫利 ;798;GER;1930;1930;1930;1930;0;4;514;1;0;5;0;L798;1930;1939;x
冯·伯蒂歇尔 ;799;GER;1930;1930;1940;1990;1;6;64;2;0;5;0;L799;1930;1999;x
冯·查普斯 ;800;GER;1938;1940;1941;1990;2;6;2;3;0;5;0;L800;1938;1942;x
冯·肖兰·埃格斯贝格 ;801;GER;1941;1943;1990;1990;2;5;2;2;0;5;0;L801;1941;1999;x
冯·科岑豪森 ;802;GER;1937;1938;1990;1990;2;5;32;2;0;5;0;L802;1937;1941;x
冯·齐特雷兹·伍德·纽豪斯 ;803;GER;1943;1990;1990;1990;3;6;0;1;0;5;0;L803;1943;1999;x
冯·德姆·布歇·埃朋伯格 ;804;GER;1930;1930;1930;1990;1;5;576;1;0;5;0;L804;1930;1941;x
冯·狄佛斯 ;805;GER;1939;1941;1990;1990;2;5;32;2;0;5;0;L805;1939;1999;x
冯·多纳特 ;806;GER;1941;1944;1990;1990;2;6;0;2;0;5;0;L806;1941;1999;x
冯·德拉比希·瓦切特 ;807;GER;1940;1942;1990;1990;2;6;0;2;0;5;0;L807;1940;1999;x
冯·埃根·克莱格 ;808;GER;1940;1942;1990;1990;2;5;0;2;0;5;0;L808;1940;1999;x
冯·埃普 ;809;GER;1930;1930;1930;1990;1;4;513;1;0;5;0;L809;1930;1999;x
